record.license_id	count
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Australian Bureau of Statistics)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of New South Wales (Office of Water), (c) State of Queensland (Department of Natural Resources and Mines)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), National soil data provided by the Australian Collaborative Land Evaluation Program ACLEP, endorsed through the National Committee on Soil and Terrain NCST (www.clw.csiro.au/aclep), Australian Soil Resource Information System (ASRIS), Commonwealth Scientific and Industrial Research Organisation, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, National soil data provided by the Australian Collaborative Land Evaluation Program ACLEP, endorsed through the National Committee on Soil and Terrain NCST (www.clw.csiro.au/aclep)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), NSW Department of Trade and Investment	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c)Metgasco 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of New South Wales (Office of Water), (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Bureau of Meteorology)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia 2014, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) State of Queensland 2014, (c) State of Queensland (Office of Groundwater Impact Assessment), Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2013, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c) State of New South Wales (Office of Water), (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Department of the Environment) 2013, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c)Murray-Darling Basin Authority.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Geoscience Australia) 2012, (c) The State of Queensland 1995 - 2015, (c) State of Queensland (Office of Groundwater Impact Assessment), (c) Commonwealth of Australia (Geoscience Australia) 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Geoscience Australia) 2012, (c) The State of Queensland 1995 - 2015, (c) State of Queensland (Office of Groundwater Impact Assessment), (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Geoscience Australia) 2012, (c) The State of Queensland 1995 - 2015, (c) State of Queensland (Office of Groundwater Impact Assessment), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia 2014, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) State of Queensland 2014, (c) State of Victoria	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of Queensland (Office of Groundwater Impact Assessment) 2012	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, Local Land Services, Trade and Investment NSW, Maitland NSW	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Geoscience Australia)	1
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0), http://creativecommons.org/licenses/by-nc-nd/4.0/, (c) State of New South Wales through WaterNSW.	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) State of Queensland (Department of Natural Resources and Mines)(c) Commonwealth of Australia (Bureau of Meteorology)	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) State of Queensland (Department of Environment and Heritage Protection) 2014	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Commonwealth of Australia (Bureau of Meteorology) 2012(c) Crown in right of the state of South Australia, DEWNR	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) Department of State Development, South Australia, SARIG Map Layers - Petroleum Production Tenements, Licences, Production (Petroleum), Sourced on 17 March 2015, https://data.sa.gov.au/cs_CZ/dataset/372a5f3d-52ad-4a13-bc28-d7d8c45a87c5	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) Commonwealth of Australia (Geoscience Australia)	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Department of Sustainability, Environment, Water, Population and Communities(c) State of Queensland (Department of Natural Resources and Mines) 2015(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Commonwealth of Australia (Bureau of Meteorology)(c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, National Native Title Tribunal	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Environment and Heritage Protection) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Crown in right of the state of South Australia, DEWNR, (c) Northern Territory Government., (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2013, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Northern Territory Department of Land Resource Management, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c) State of Queensland (Department of Natural Resources and Mines)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Office of Groundwater Impact Assessment) 2012	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Wyong Shire Council	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c)BirdLife Australia 2005-2007, (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Department of the Environment) 2013, (c)Murray-Darling Basin Authority., (c) Commonwealth of Australia (Department of the Environment) 2015, (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of New South Wales (Office of Water), (c) State of New South Wales through the Environment Protection Authority., (c) Commonwealth of Australia (Bureau of Meteorology) 2014, (c) CSIRO, (c) New South Wales Department of Primary Industries	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, NSW Department of Trade and Investment	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of New South Wales (Office of Water), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria, (c) Commonwealth of Australia 2014	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, Collaborative Australian Protected Areas Database (CAPAD) 2012, Commonwealth of Australia 2012.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Environment, Land, Water and Planning), (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia), (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia 2012, (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Commonwealth of Australia 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Sustainability and Environment)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria, (c) State of Victoria (Department of Environment and Primary Industries)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Commonwealth of Australia (Department of the Environment) 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Office of Environment and Heritage NSW, (c) New South Wales Department of Primary Industries, (c) Commonwealth of Australia (Department of the Environment) 2014, (c) NSW Department of Environment, Climate Change and Water, (c) State of New South Wales (Office of Water), (c) Commonwealth of Australia (Department of the Environment) 2013, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Commonwealth of Australia 2012, (c) Australian Heritage Council, Australian Government Department of the Environment, (c) State of New South Wales through Department of Industry, Skills and Regional Development 2015., (c)BirdLife Australia 2005-2007, (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Department of the Environment) 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) Commonwealth of Australia (Bureau of Meteorology)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) State of New South Wales through WaterNSW.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) CSIRO	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2015, (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia 2014, National Native Title Tribunal, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of Queensland 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Crown in right of the state of South Australia, DEWNR, (c) Northern Territory Government., (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2013, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Northern Territory Department of Land Resource Management, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Bureau of Meteorology) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) Department of Sustainability, Environment, Water, Population and Communities	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, Hunter Local Land Services ( NSW ).	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Gosford City Council ( NSW ).	1
Permission from Russell Crosbie to use and publish the data from his PhD. Citation: Crosbie, R. S. (2003). Regional scaling of groundwater recharge (Doctoral dissertation, University of Newcastle).	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Northern Territory Department of Land Resource Management	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Department of the Environment)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of New South Wales (Office of Water), (c) Commonwealth of Australia (Bureau of Meteorology) 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology)	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) Commonwealth of Australia (Geoscience Australia) 2013	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) State of Queensland (Department of Environment and Resource Management) 2012	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) State of Queensland (Office of Groundwater Impact Assessment) 2012	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) State of Queensland (Department of Natural Resources and Mines) 2013	1
Creative Commons Attribution 3.0 Australia
http://creativecommons.org/licenses/by/3.0/au/
(c) State of Queensland	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) State of Victoria(c) Commonwealth of Australia (Geoscience Australia) 2012(c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) The State of Queensland, Department of State Development, Infrastructure and Planning.(c) State of Queensland (Department of Natural Resources and Mines)(c) Commonwealth of Australia (Geoscience Australia) 2014(c) RPS Australia Asia Pacific	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) State of Queensland (Department of Natural Resources and Mines) 2014(c) State of Queensland (Department of Natural Resources and Mines) 2015(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data(c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data(c) State of Queensland (Department of Natural Resources and Mines) 2012(c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)(c) Commonwealth of Australia (Geoscience Australia) 2012	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) State of Queensland (Department of Natural Resources and Mines) 2014(c) State of Queensland (Department of Natural Resources and Mines) 2015(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data(c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data(c) State of Queensland (Department of Natural Resources and Mines) 2012(c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 4.0 International
http://creativecommons.org/licenses/by/4.0/
(c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au)(c) Commonwealth of Australia (Geoscience Australia) 2014(c) Office of Environment and Heritage NSW(c) Commonwealth of Australia 2013(c) The State of Queensland, Department of State Development, Infrastructure and Planning.(c) State of Queensland (Department of Natural Resources and Mines)(c) RPS Australia Asia Pacific(c) State of Queensland (Department of Natural Resources and Mines) 2014(c) Commonwealth of Australia (Geoscience Australia)(c) FROGTECH(c) Commonwealth of Australia (Geoscience Australia) 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Environment and Primary Industries), (c) State of Queensland (Department of Natural Resources and Mines), (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of New South Wales (Office of Water), (c) Commonwealth of Australia (Bureau of Meteorology)	1
