name	value 
© 2019 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the the terms of the Creative Commons Attribution 4.0 International License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2017 International Association for Development of the Information Society (IADIS). The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the conference's website for access to the definitive, published version.	1
© 2019 Péter, Andersson, Hegyi, Finni, Tarassova, Cronin, Grundström and Arndt. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© 2019 Johnson & Johnson Family of Companies and Griffith University	1
© 2017 The Canadian Journal of Environmental Education. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2017 Palgrave Macmillan.  This is an Accepted Manuscript of a book chapter in Music, Health and Wellbeing. It is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2017 Ling Li et al., published by De Gruyter. This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License (CC BY-NC-ND 4.0) License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2016 The Authors. Licensee MDPI, Basel, Switzerland. This is an open access article distributed under the Creative Commons Attribution License which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© Griffith University 2019. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2019 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/BY/4.0/) which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"© The Author(s) 2019. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License (http://www.creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages
(https://us.sagepub.com/en-us/nam/open-access-at-sage)."	1
© 2018 Published by Elsevier B.V. on behalf of Shanghai University of Sport. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 International (CC BY-NC-ND 4.0) License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
"© 2018 Oxford University Press. This is a pre-copy-editing, author-produced PDF of an article accepted for publication in Nutrition Reviews following peer review. The definitive publisher-authenticated version Effect of resveratrol supplementation on cognitive performance and mood in adults: a systematic literature review and meta-analysis of randomized controlled trials 
, Nutrition Reviews, Volume 76, Issue 6, June 2018, Pages 432–443, 2018 is available online at: https://doi.org/10.1093/nutrit/nuy010."	1
© 2017 British International Studies Association. This is the author-manuscript version of this paper. Reproduced in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2019 Schram et al. This is an Open Access article distributed under the terms of the Creative Commons Attribution 4.0 International (CC BY 4.0) License (http://creativecommons.org/licenses/by/4.0/) which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2019 The Authors. Published by FEBS Press and John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
© 2018 Andrew Whelan, Raphaël Nowak, published by De Gruyter. This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 License which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
Articles published in the Australasian Journal of Educational Technology (AJET) are available under Creative Commons Attribution Non-Commercial No Derivatives Licence (CC BY-NC-ND 4.0). Authors retain copyright in their work and grant AJET right of first publication under CC BY-NC-ND 4.0.	1
© 2018 Lepra. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2018 John Wiley & Sons Ltd. This is the peer reviewed version of the following article: When knowledge goes viral: Assessing the possibility of virus‐related traditional knowledge for access and benefit‐sharing, Advanced Healthcare Materials, 2018, 21 (5-6), pp. 356-368, which has been published in final form at https://doi.org/10.1111/jwip.12100. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
This is an Author's Accepted Manuscript of an article published in  Assessment & Evaluation in Higher Education, 21 Feb 2020, copyright Taylor & Francis, available online at: https://doi.org/10.1080/02602938.2020.1730301	1
"© Oxford University Press, 2018. All Rights
Reserved. Institutional Repository hosting exception approved for Authors."	1
© 2019 Cabanas, Muraki, Staines and Marshall-Gradisnik. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© 2017 Zhang et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License 3.0 (CC BY 3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 Buga et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License 3.0 (CC BY 3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2018 Taylor & Francis. This is an Accepted Manuscript of an article published by Taylor & Francis in Disability and Rehabilitation on 05 Sep 2018, available online: https://doi.org/10.1080/09638288.2018.1492033	1
© 2019 John Wiley & Sons Ltd. This is the peer reviewed version of the following article: How people with dementia perceive a therapeutic robot called PARO in relation to their pain and mood: A qualitative study, Journal of Clinical Nursing, 2019, which has been published in final form at https://doi.org/10.1111/jocn.15104. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© Universitaire Pers Leuven/Leuven University Press, 2019. This material has been published as Coessens, K. & Tomlinson, V. (2019), On the Sensorial of Imagination, in K. Coessens (Ed.) Sensorial Aesthetics in Music Practices (pp. 169-181).	1
© 2018 Research Trends. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2019 Australian College of Critical Care Nurses Ltd. Published by Elsevier Australia. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Licence, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 Springer Netherlands. This is an electronic version of an article published in Early Childhood Education Journal, pp 1–14, 2019. Early Childhood Education Journal is available online at: http://link.springer.com// with the open URL of your article.	1
© 2017 Australian Agricultural and Resource Economics Society Inc.. This is the peer reviewed version of the following article: How well do conservation auctions perform in achieving landscape‐level outcomes? A comparison of auction formats and bid selection criteria†, Australian Journal of Agricultural and Resource Economics, Volume 61, Issue 4, Pages 557-575, which has been published in final form at https://doi.org/10.1111/1467-8489.12226. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2019 Leigh et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 Hughes et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 Bylow et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 Wang et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 Springer Boston. This is an electronic version of an article published in American Journal of Criminal Justice, pp. 1-16, 2019. American Journal of Criminal Justice is available online at: http://link.springer.com/ with the open URL of your article.	1
© 2019 Pritchard VE et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2013 IADIS Press. The attached file is posted here with permission of the copyright owner for your personal use only. This paper was published in the Proceedings of the IceduTech 2013 and is available via the publisher website: http://www.iadis.org/	1
© 2019 Australian College of Nursing Ltd. Published by Elsevier Ltd. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Licence (http://creativecommons.org/licenses/by-nc-nd/4.0/) which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 Pathak et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2017 Makondi et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2018 Stautemas, Everaert, Lefevere and Derave. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© 2017 Wilkins et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 Australian Lawyers Alliance and the Author(s). This article was commissioned by the Australian Lawyers Alliance (ALA) and may not be reproduced in any form without the permission of both the author and the ALA. To find out more about the ALA please visit www.lawyersalliance.com.au.	1
The copyright in this creative work belongs to the Griffith artist/s.	1
© 2017 Rautenberg and Zerwes. This work is published and licensed by Dove Medical Press Limited. The full terms of this license are available at https://www.dovepress.com/terms.php and incorporate the Creative Commons Attribution – Non Commercial (unported, v3.0) License (http://creativecommons.org/licenses/by-nc/3.0/). By accessing the work you hereby accept the Terms. Non-commercial uses of the work are permitted without any further permission from Dove Medical Press Limited, provided the work is properly attributed. For permission for commercial use of this work, please see paragraphs 4.2 and 5 of our Terms (https://www.dovepress.com/terms.php).	1
© 2018 Matsumura et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 MacDiarmid et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 Eybpoosh et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 The American Academy of Dermatology Inc. Published by Elsevier Ltd. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Licence, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© The Author(s) 2019. Published by the American Physical Society under the terms of the Creative Commons Attribution 4.0 International license. Further distribution of this work must maintain attribution to the author(s) and the published article’s title, journal citation, and DOI.	1
© 2016 Pires et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2018 Springer. This is the author-manuscript version of this paper. It is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2015 Vergara et al.; licensee BioMed Central. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated.	1
© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution license (http://creativecommons.org/licenses/by/4.0/).	1
© 2019 Springer Netherlands. This is an electronic version of an article published in Motivation and Emotion, 2019, pp 1–20. Motivation and Emotion is available online at: http://link.springer.com// with the open URL of your article.	1
© 2016 Le et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© The Author(s) 2018. This work is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 4.0 International License. https://creativecommons.org/licenses/by-nc-sa/4.0/	1
© The Author(s) 2017. This is the author-manuscript version of this paper. It is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2019 The Queensland Department of Education. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2018 Inderscience Publishers. This is the author-manuscript version of this paper. Reproduced in accordance with the copyright policy of the publisher. Please refer to the journal website for access to the definitive, published version.	1
© 2018 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited	1
© 2019 Sabarimurugan et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 Menaka A. Abuzar, Julie Owen. This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 Journal of International Students. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019. Elsevier. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International Licence, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© The Author(s) 2019. Published by Oxford University Press. This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/4.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com	1
© The Author(s) 2016. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NoDerivs 3.0 Unported (CC BY-ND 3.0) License (http://creativecommons.org/licenses/by-nd/3.0/) which permits unrestricted distribution and reproduction in any medium, providing that the work is properly cited. You may not alter, transform, or build upon this work.	1
© 2018 Multimed Inc. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2018 International Center for Artificial Organs and Transplantation and Wiley Periodicals, Inc. This is the peer reviewed version of the following article: The Influence of Rotary Blood Pump Speed Modulation on the Risk of Intraventricular Thrombosis, Artificial Organs, Volume 42, Issue 10, Pages 943-953, 2018, which has been published in final form at https://doi.org/10.1111/aor.13330. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2018 Luong et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
This is an Author's Accepted Manuscript of an article published in  Pedagogy, Culture and Society, 30 May 2019, copyright Taylor & Francis, available online at: https://doi.org/10.1080/14681366.2019.1625069	1
This is an Author's Accepted Manuscript of an article published in the Asia-Pacific Journal of Teacher Education, Volume 47, 2019 - Issue 5, Pages 460-471, 13 Sep 2019, copyright Taylor & Francis, available online at: https://doi.org/10.1080/1359866X.2019.1661960	1
© 2019 by the Authors. Licensee MDPI, Basel, Switzerland. This is an open access article distributed under the Creative Commons Attribution License which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2018. The Authors. This is an open access article under the terms of the Creative Commons Attribution‐NonCommercial‐NoDerivs License, which permits use and distribution in any medium, provided the original work is properly cited, the use is non‐commercial and no modifications or adaptations are made.	1
© 2019 Mitran et al. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International license, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2017 Hunt, Bach, Borg, Costello and Stewart. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© The Author(s), 2019. Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence. Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.	1
© The Author(s). This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2019 The Authors. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License, which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages (https://us.sagepub.com/en-us/nam/open-access-at-sage).	1
© 2019 Leung, Subramanya, Mou, Lee, Islam, Gopalan, Lu and Lam. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
"© The Author(s), 2018. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License  
(http://www.creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages (https://us.sagepub.com/en-us/nam/open-access-at-sage)."	1
© 2018 British Association of Dermatologists. This is the peer reviewed version of the following article: Why a randomized melanoma screening trial may be a good idea, British Journal of Dermatology, Volume 179, Issue 5, Pages 1227-1228, 2018, which has been published in final form at https://doi.org/10.1111/bjd.17089. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2019 Jayaraj, Kumarasamy, Sabarimurugan and Baxi. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License (http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited, and is not altered, transformed, or built upon in any way.	1
"Lucy Jordan et al., Overcoming methodological challenges in prevalence studies in developing contexts with vulnerable children
, International Social Work, 1–15, 2018. Copyright 2018 The Authors. Reprinted by permission of SAGE Publications."	1
© Queensland Conservatorium Research Centre 2019. Information contained in this publication may be copied or reproduced for study, research, information or educational purposes, subject to inclusion of an acknowledgement of the source.	1
© The Author(s) 2019. This is an open access article distributed under the terms of Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0) License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 Manrique-Castano, Sardari, Silva de Carvalho, Doeppner, Popa-Wagner, Kleinschnitz, Chan and Hermann. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© Kilkenny et al. This is an open‐access article distributed under the terms of the Creative Commons Attribution License (CC BY 3.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2018 Fred Benu, Paul G. King, AgusNalle and Moni Muskanan. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2019 The Authors. Published by Elsevier Inc. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 International (CC BY-NC-ND 4.0) License (http://creativecommons.org/licenses/by-nc-nd/4.0/) which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2013 Facet Publishing. This is a preprint of a chapter accepted for publication by Facet Publishing. This extract has been taken from the author’s original manuscript and has not been edited. The definitive version of this piece may be found in Delivering Research Data Management Services: Fundamentals of good practice, Facet, London. 9781856049337 which can be purchased from https://doi.org/10.29085/9781783300242.009	1
© 2019 John Wiley & Sons, Ltd. and ERP Environment. This is the peer reviewed version of the following article: Sustainability - A key to Australian finance directors improving their organisation's CSR culture, Corporate Social Responsibility and Environmental Management, which has been published in final form at 10.1002/csr.1870. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2019 National Rural Health Association. This is the peer reviewed version of the following article: The Importance of Place of Residence on Hospitalized Outcomesfor Severely Injured Trauma Patients: A Trauma Registry Analysis, The Journal of Rural Health, which has been published in final form at 10.1111/jrh.12407. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
"© The Author(s) 2018. This work is licensed under a Creative Commons Attribution 4.0 Licence. As an open access
journal, articles are free to use with proper attribution in educational and other non-commercial settings."	1
© 2015 Field et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
© 2019 International Society for Autism Research, Wiley Periodicals, Inc.. This is the peer reviewed version of the following article: Early patterns of functional brain development associated with autism spectrum disorder in tuberous sclerosis complex, Autism Research, 2019, 12 (12), pp. 1758-1773, which has been published in final form at https://doi.org/10.1002/aur.2193. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2017 Agate, et al. This open access article is distributed under a Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© The Author(s) 2019. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) License (http://creativecommons.org/licenses/by-nc-nd/3.0/) which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 University of British Columbia. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© The Author(s) 2019. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/), which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
©2019 ISPOR–The professional society for health economics and outcomes research. Published by ElsevierInc. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2019 Wiley Periodicals, Inc. This is the peer reviewed version of the following article: Cleaning potential of different air abrasive powders and their impact on implant surface roughness, Clinical Implant Dentistry and Related Research, which has been published in final form at 10.1111/cid.12875. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2019 The Authors. Cancer Medicine published by John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
© 2016 Queensland Sports Technology Cluster. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the conference's website for access to the definitive, published version.	1
© 2018 Griffith University. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher's website for access to the definitive, published version.	1
© 2019 Melbourne University Press. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the publisher’s website for further information.	1
© 2019 Wiley Periodicals, Inc. This is the peer reviewed version of the following article: Speculative pressure, The Journal of Futures Markets, 2019, which has been published in final form at https://doi.org/10.1002/fut.22085. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© The Author(s), 2019. This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/.	1
© The Author(s). 2019. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated.	1
© IWA Publishing 2019. This is the author-manuscript version of this paper. The definitive peer-reviewed and edited version of this article is published in Journal of Water and Climate (2019) 10 (4): 687-707, https://doi.org/10.2166/wcc.2019.175 and is available at www.iwapublishing.com	1
© 2013 World Scientific Publishing Co. Pte. Ltd.  Reproduced here in accordance with publisher policy.  Please refer to the book for the definitive published version.	1
© The Author(s) 2014. This is an open access article distributed under the terms of the Creative Commons Attribution-Noncommercial No Derivative 3.0 License, which permits downloading and sharing the work provided it is properly cited. The work cannot be changed in any way or used commercially.	1
© 2018 John Wiley & Sons Ltd. This is the peer reviewed version of the following article: Testing for similarity in area‐based spatial patterns: Alternative methods to Andresen's spatial point pattern test, Transactions in GIS, 2018, 22 (3), pp. 760-774, which has been published in final form at https://doi.org/10.1111/tgis.12341. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© The Author(s) 2016. This is an Open Access article distributed under the terms of the Creative Commons  Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License, which permits unrestricted, non-commercial use, distribution and reproduction in any medium, providing that the work is properly cited.	1
© 2015 Association of Engineering, Project, and Production Management. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the conference's website for access to the definitive, published version.	1
© 2010 International Studies Association. Published by Blackwell Publishing Ltd. This is the author-manuscript version of this paper. Reproduced in accordance with the copyright policy of the publisher. The definitive version is available at http://onlinelibrary.wiley.com/	1
This is an Author's Accepted Manuscript of an article published in  the Journal of the Australian Library and Information Association, Volume 69, 2020 - Issue 1, Pages 47-69, 01 Mar 2020, copyright Taylor & Francis, available online at: https://doi.org/10.1080/24750158.2020.1712882	1
© 2019 The Authors and Blackwell Publishing Asia Pty Ltd. This is the peer reviewed version of the following article: Role OfOmega‐6 and Omega‐3 fatty acids in fetal programming, Clinical and Experimental Pharmacology and Physiology, 2019, which has been published in final form at https://doi.org/10.1111/1440-1681.13244. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving (http://olabout.wiley.com/WileyCDA/Section/id-828039.html)	1
© 2019 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution NonCommercial License 4.0 (CC BY-NC).	1
© 2013 Zoontechnica and Griffith University. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
© 2017 Taylor & Francis. This is the author-manuscript version of the paper. Reproduced in accordance with the copyright policy of the publisher. Please refer to the publisher's website for access to the definitive, published version.	1
© 2018 New Zealand Association for Cooperative Education. The attached file is reproduced here in accordance with the copyright policy of the publisher. Please refer to the journal's website for access to the definitive, published version.	1
This is an Author's Accepted Manuscript of an article published in  Environmental Technology, Volume 41, Issue 7, Pages 921-930, 02 Sep 2018, copyright Taylor & Francis, available online at: https://doi.org/10.1080/09593330.2018.1515262	1
