record.copyrightText	count
Unidad de Planeación Minero Energética (UPME). (2014). Estudio de la cadena del mercurio en Colombia con Énfasis en la Actividad minera de oro.
Universidad del Atlántico (Uniatlantico). (2011). Caracterización e impactos ambientales por vertimientos en tramos de la cuenca media y baja del río Cesar, Valledupar.
Valderrama, M. et al. (2014). Propuesta hacia la ordenación pesquera del Bagre Rayado Pseudoplatystoma magdaleniatum en la Cuenca Magdalena-Cauca.
Zapata, L. A. et al. (2013). Guía de las especies Migratorias de la Biodiversidad en Colombia.	1
Departamento Nacional de Planeación (DNP). (2013). Resultados de desempeño fiscal de los departamentos y municipios de la vigencia 2013.
Departamento Nacional de Planeación (DNP). (2010). Cifras IPM por municipio y departamento 2005: incidencias y privaciones.
Departamento Nacional de Planeación (DNP). (2015). Cálculos IPM con datos del Censo General 2005. Subdirección de Promoción Social y Calidad de Vida.
Dirección para la Acción Integral Contra Minas Antipersonal (sic) (DAICMA). (2015). Eventos minas antipersonal en Colombia (sic).
Agencia Nacional de Tierras (ANT). (2016). Territorios colectivos en proceso de titulación de comunidades negras: Ley 70 de 1993.
Agencia Nacional de Tierras (ANT). (2016). Comunidades negras.
Agencia Nacional de Tierras (ANT). (2016). Resguardos indígenas.
Instituto Colombiano de Antropología e Historia (ICANH). (2016). Áreas arqueológicas protegidas.
Instituto Colombiano de Antropología e Historia (ICANH). (2016). Parques arqueológicos.
Instituto Alexander von Humboldt (IAvH). (2014). Bosque seco tropical. Escala 1:100.000
Instituto Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves, escala 1:100.000.
Instituto Alexander von Humboldt (IAvH). (2017). Actualización de los límites cartográficos de los complejos de páramos de Colombia, escala 1:100.000.
Instituto Alexander von Humboldt (IAvH) y Agencia Nacional de Hidrocarburos (ANH). (2008). Áreas prioritarias para la conservación, escala 1:250.000. Bogotá: IAvH y ANH.
Agencia Nacional de Hidrocarburos (ANH). (2014). Pozos en producción.
SELVA. (2012). Mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y de bosque en periodos estacionario y migratorio.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de terreno, resolución espacial 90 m.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Base predial registros 1 y 2, predios con destino agropecuario, vigencia 2014.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Drenaje doble construido a partir de Cartografía básica, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa de distribución de la temperatura  media anual. Promedio multianual 1981-2010. Escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa de distribución de la  precipitación media total anual. Promedio multianual 1981-2010.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Tabla promedios mensuales multianuales de precipitación. Período 1981-2010. IGAC (2012), Cartografía Básica, escala 1:100.000
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de excesos medios anuales multianuales  de Colombia, Promedio multianual 1981-2010
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2012). Mapa nacional de cobertura de la tierra, imágenes 2005-2009, escala 1:100.000, versión 1.0.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa nacional de cobertura de la tierra, imágenes 2010-2012, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de cambio de bosque Colombia (Área continental). Escala fina LANDSAT. Periodo 2010 - 2012.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Zonificación de degradación de suelos por erosión. Área continental de Colombia, escala 1:100.000, línea base 2010-2011.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2011). Mapa de cambios en los contenidos de biomasa, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal. Escala: 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Mapa nacional de ecosistemas escala 1:100.000. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2007). Mapa nacional de ecosistemas escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2010). Zonificación de la susceptibilidad general del terreno a los deslizamientos de tierra.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2016), Zonas de reserva campesina. Conflictos de uso del territorio colombiano.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2010). Estudio Nacional del Agua: capa de subzonas hidrográficas, escala 1:100.000.
Servicio Geológico Colombiano (SGC). (2010). Mapa nacional de amenaza relativa por movimiento en masa a escala 1:500.000.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Créditos otorgados al sector cacaotero 2010-2014. Dirección de Cadenas Agrícolas y Forestales.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Incentivos a la capitalización rural otorgados al sector cacaotero 2010-2014. Dirección de Financiamiento y Riesgos Agropecuarios.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Evaluaciones agropecuarias municipales: área sembrada en cacao 2010-2014. Oficina Asesora de Planeación y Prospectiva.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Entidades prestadoras del servicio de asistencia técnica agropecuaria. (Epsagro). Dirección de Innovación, Desarrollo Tecnológico y Protección Sanitaria.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2016). Mapa de reservas forestales nacionales de ley 2.ª, escala 1:100.000.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Resoluciones 1814 y 1628. Zonas de protección y desarrollo de los recursos naturales renovables y del medio ambiente. Mapa de otras categorías Sinap.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2016). Mapa de sustracciones de reservas forestales nacionales de ley 2.ª, escala 1:100.000.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2017). Sitios RAMSAR.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014). Mapa de reservas de la biósfera: Ciénaga Grande de Santa Marta, cinturón andino, Seaflower, El Tuparro y Sierra Nevada de Santa Marta.
Ministerio de Ambiente, Vivienda y Desarrollo Territorial (MAVDT). (2007). Carga de combustible de las coberturas vegetales de Colombia, escala 1:500.000. 
Ministerio de Cultura. (2014). Paisaje cultural cafetero.
Parques Nacionales Naturales de Colombia. (PNN). (2015). Mapa de otras categorías Sinap. Distritos de manejo integrado. Distritos de conservación de suelos. Áreas de recreación. Parques naturales regionales y reservas forestales protectoras.
Parques Nacionales Naturales de Colombia. (PNN). (2017). Categorías regionales del Runap V.1.
Parques Nacionales Naturales de Colombia. (PNN). (2017). Límite de los parques nacionales naturales de Colombia. 
Parques Nacionales Naturales de Colombia. (PNN). (2017). Reservas naturales de la sociedad civil. Versión 1.
Unidad para la Atención y Reparación Integral a las Víctimas. (2014). Variable de amenazas del índice de riesgo de victimización, 2005-2013.
ISRIC (2015). SoildGrids: datos de suelos.
Departamento Administrativo Nacional de Estadística (DANE). (2014). Resolución 1468 de 2014.   
Departamento Administrativo Nacional de Estadística (DANE). (2013). PIB Municipal por actividad 2013. Cálculos propios para municipios PIB sin hidrocarburos y minería.
Departamento Administrativo Nacional de Estadística (DANE). (2007). Series de población 1985-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2007). Proyecciones de población municipal por grupos quinquenales de edad 2005-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2007). Estimaciones y proyecciones de población, 1985-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2005). Censo general de población: años promedio de escolaridad por municipio.
Ministerios de Transporte. (2014). Mapa de tramos fluviales navegables. Mapa de vías 4G.
Unidad de Planeación Minero Energética (UPME). (2015). Cobertura de energía eléctrica a 2013
Superintendencia Financiera de Colombia (2014). Número de oficinas y empleados por departamento y municipio: bancos.
Instituto Colombiano de Desarrollo Rural (Incoder). (2007). Distritos de riego a 2007.
Servicio Nacional de Aprendizaje (SENA). (2014). Regionales y centros de formación.
Instituto Colombiano Agropecuario (ICA). (2014). Directorio por seccionales.
Corporación Colombiana de Investigación Agropecuaria (Corpoica). (2014). Centros Corpoica.
Ministerio de Educación Nacional (MEN). (2015). Sistema Integrado de Matrícula (Simat). Matrículas oficiales y no oficiales, año 2014. Sistema Nacional de Información de la Educación Superior (Snies) a junio de 2015.
Gobernación de Antioquia. (2014). Predial Rural Antioquia.
Alcaldía de Medellín. (2014). Base de datos de información catastral.
Catastro Distrital Bogotá (2014). Información predial jurídica, física y económica.
Alcaldía Santiago de Cali (2014). Base predial rural.
Dirección para la Acción Integral Contra Minas Antipersonal (sic) (DAICMA). (2015). Eventos minas antipersonal en Colombia (sic).
Unidad para la Atención y Reparación Integral a las Víctimas. (2014). Red nacional de información: desplazamiento forzado.
Unidad para la Atención y Reparación Integral a las Víctimas. (2014). Red Nacional de Información: interpretación y análisis de las cifras del registro único de víctimas.
Instituto Nacional de Medicina Legal y Ciencias Forenses. (2015). Forensis: datos para la vida.
Universidad Escuela de Administración, Finanzas e Instituto Tecnológico (EAFIT). (2011). Estado de la Moniliasis del cacao causada por Moniliophthora roreri en Colombia, Escuela de Ciencias. Álvarez, Castro. S, Coy. J. Medellín, Colombia.
Federación Nacional de Cacaoteros. (Fedecacao). (2013). Organizaciones de base.                                    
Federación Nacional de Cacaoteros. (Fedecacao). (2015). Municipios con presencia de fedecacao.	1
Aeronáutica civil (Aerocivil). (2015).  Aeródromos de Colombia. 
Agencia Nacional de Hidrocarburos (ANH). (2013).  Pozos productivos de hidrocarburos. 
Agencia Nacional de Infraestructura (ANI). (2013). Puertos Marítimos.
Agencia Nacional de Minería (ANM). (2015).  Títulos Mineros con licencia. 
Autoridad Nacional de Acuicultura y Pesca (AUNAP). (2013).  Diagnostico del estado de la Acuicultura en Colombia. 
Autoridad Nacional de Acuicultura y Pesca (AUNAP). (2015).  Directorio de Oficinas Regionales.
Autoridad Nacional de Acuicultura y Pesca y Centro de Investigación de la Acuicutlrua de Colombia (AUNAP - CENIACUA). (2015).  Atlas de la Camaronicultura Colombiana. 
Departamento Administrativo Nacional de Estadística (DANE). (2005).  Censo 2005 – Informe final.
Departamento Administrativo Nacional de Estadística (DANE). (2007).  Estimaciones y proyecciones de población, 1985 - 2020.
Departamento Administrativo Nacional de Estadística (DANE). (2014).  Marco Geoestadistico Nacional. 
Gutiérrez, F de P et al. (2012). Catálogo de la Biodiversidad Acuática Exótica y Trasplantada en Colombia.
Instituto Alexander von Humboldt y Agencia Nacional de Hidrocarburos (IAvH y ANH). (2010).  Áreas prioritarias para la conservación, escala 1:250.000. Bogotá: IAvH y ANH. 
Instituto Colombiano Agropecuario (ICA). (2014).  Empresas productoras de alimentos concentrados y sales mineralizadas. 
Instituto Colombiano Agropecuario (ICA). (2015).  Directorio de Oficinas Departamentales. 
Instituto Colombiano Agropecuario (ICA). (2016). Consolidado Censo Acuícola 2003 - 2015
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2010).  Provincias hidrogeológicas – Modificación ANH 2007. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2010).  Mapa zonas susceptibles a Inundación. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014).  Estudio Nacional del Agua. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura máxima anual, promedio multianual 1981-2010, escala 1:100.000. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura media anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura mínima anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2012). Mapa nacional de cobertura de la tierra, imágenes 2010 - 2012.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2014). Regionalización de Colombia según la Estacionalidad de la Precipitación Media Mensual, a través Análisis de Componentes Principales (ACP).
Instituto de Hidrología, Meteorología y Estudios Ambientales  (IDEAM et al.). (2015). Mapa de Ecosistemas Continentales, Costeros y Marinos de Colombia a escala 1:100.000.
Instituto de Planificación y Promoción de Soluciones Energéticas para las Zonas No Interconectadas (IPSE). (2016).  Zonas No Interconectadas. 
Instituto Geográfico Agustín Codazzi (IGAC). (2012).  Cartografía básica, escala 1:100.000. 
Instituto Geográfico Agustín Codazzi (IGAC). (2012).  Conflictos de uso del territorio Colombiano. 
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Predios con destino agropecuario. Base predial R1 y R2. 
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Mapa de correlación nacional de suelos, escala 1:100.000. 
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Modelo digital de terreno, resolución espacial 90 m. 
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento de las lesiones por violencia interpersonal, Colombia. 
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento del homicidio, Colombia. 
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2014).  Datos Para la Vida. 
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento del fenómeno de la desaparición, Colombia. 
Instituto Nacional de Vigilancia de Medicamentos y Alimentos (INVIMA). (2016). Plantas de Alimentos Certificadas en la Implementación del Sistema HACCP.
Maldonado - Ocampo et al. (2008). Checklist of the Freshwater Fishes of Colombia. Biota Colombiana 9 (2) 143 - 237, 2008. 2008. Vol. 2.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015).  Oficinas CAR. 
Ministerio de Transporte (MINTRANSPORTE). (2014).  Mapa de tramos fluviales navegables y mapa de vías 4G. 
SELVA. (2012).  Mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y de bosque en periodos estacionario y migratorio. 
Servicio Geológico Colombiano (SGC). (2015).  Mapa Geológico de Colombia escala 1:100.000. 
Servicio Geológico Colombiano (SGC). (2016).  Mapa de amenazas por movimientos en masa. 
Sistema de Información de Precios - Departamento Administrativo Nacional de Estadística (SIPSA - DANE). (2016).  Centrales de Abasto. 
Sistema del Servicio Estadístico Pesquero Colombiano (SEPEC). (2016).  Producción de semilla. 
Sistema Nacional de Información de la Educación Superior - Ministerio de Educación Nacional (SNIES - MINEDUCACIÓN). (2015).  Programas de formación a nivel municipal. 
Sistema Unico de Información de Servicios Públicos Domiciliarios (SUI). (2015).  Reporte de Estratificación y Coberturas. 
Unidad de Planeación Minero Energética (UPME). (2013).  Cobertura de Energía Eléctrica. 
United Nations Office on Drugs and Crime (UNODC). (2014).  Densidad de cultivo de coca en Colombia.	1
Aeronáutica civil (Aerocivil). (2015).  Aeródromos de Colombia.
Agencia Nacional de Hidrocarburos (ANH). (2013).  Pozos productivos de hidrocarburos.
Agencia Nacional de Infraestructura (ANI). (2013). Puertos Marítimos.
Agencia Nacional de Minería (ANM). (2015).  Títulos Mineros con licencia.
Autoridad Nacional de Acuicultura y Pesca (AUNAP). (2013).  Diagnóstico del estado de la Acuicultura en Colombia.
Autoridad Nacional de Acuicultura y Pesca (AUNAP). (2015).  Directorio de Oficinas Regionales.
Autoridad Nacional de Acuicultura y Pesca y Centro de Investigación de la Acuicultura de Colombia (AUNAP - CENIACUA). (2015).  Atlas de la Camaronicultura Colombiana.
Centro de Investigación de la Acuicultura de Colombia (CENIACUA). (2015). Plantas de procesamiento de camarón.
Departamento Administrativo Nacional de Estadística (DANE). (2005).  Censo 2005 – Informe final.
Departamento Administrativo Nacional de Estadística (DANE). (2007).  Estimaciones y proyecciones de población, 1985 - 2020.
Departamento Administrativo Nacional de Estadística (DANE). (2014).  Marco Geoestadístico Nacional.
Gutiérrez, F de P et al. (2012). Catálogo de la Biodiversidad Acuática Exótica y Trasplantada en Colombia.
Instituto Alexander von Humboldt y Agencia Nacional de Hidrocarburos (IAvH y ANH). (2010).  Áreas prioritarias para la conservación, escala 1:250.000. Bogotá: IAvH y ANH.
Instituto Colombiano Agropecuario (ICA). (2015).  Directorio de Oficinas Departamentales.
Instituto Colombiano Agropecuario (ICA). (2016). Consolidado Censo Acuícola 2003 - 2015
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2010).  Provincias hidrogeológicas – Modificación ANH 2007.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2010).  Mapa zonas susceptibles a Inundación.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014).  Estudio Nacional del Agua.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura máxima anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura media anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura mínima anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2007). Mapa de ecosistemas continentales, costeros y marinos de Colombia a escala 1:500.000
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2012). Mapa nacional de cobertura de la tierra, imágenes 2010 - 2012.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2014). Regionalización de Colombia según la Estacionalidad de la Precipitación Media Mensual, a través Análisis de Componentes Principales (ACP).
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM et al.). (2015). Mapa de Ecosistemas Continentales, Costeros y Marinos de Colombia a escala 1:100.000.
Instituto de Planificación y Promoción de Soluciones Energéticas para las Zonas No Interconectadas (IPSE). (2016).  Zonas No Interconectadas.
Instituto Geográfico Agustín Codazzi (IGAC). (2012).  Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2012).  Conflictos de uso del territorio colombiano.
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Predios con destino agropecuario. Base predial R1 y R2.
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014).  Modelo digital de terreno, resolución espacial 90 m.
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento de las lesiones por violencia interpersonal, Colombia.
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento del homicidio, Colombia.
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2014).  Datos Para la Vida.
Instituto Nacional de Medicina Legal y Ciencias Forenses (FORENSIS). (2013).  Comportamiento del fenómeno de la desaparición, Colombia.
Maldonado - Ocampo et al.. (2008). Checklist of the Freshwater Fishes of Colombia. Biota Colombiana 9 (2) 143 - 237, 2008.2008. Vol.2.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015).  Oficinas CAR.
Ministerio de Transporte (MINTRANSPORTE). (2014).  Mapa de tramos fluviales navegables y mapa de vías 4G.
SELVA. (2012).  Mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y de bosque en periodos estacionario y migratorio.
Servicio Geológico Colombiano (SGC). (2015).  Mapa Geológico de Colombia escala 1:100.000.
Servicio Geológico Colombiano (SGC). (2016).  Mapa de amenazas por movimientos en masa.
Sistema de Información de Precios - Departamento Administrativo Nacional de Estadística (SIPSA - DANE). (2016).  Centrales de Abasto.
Sistema Nacional de Información de la Educación Superior - Ministerio de Educación Nacional (SNIES - MINEDUCACIÓN). (2015).  Programas de formación a nivel municipal.
Sistema Único de Información de Servicios Públicos Domiciliarios (SUI). (2015).  Reporte de Estratificación y Coberturas.
Unidad de Planeación Minero Energética (UPME). (2013).  Cobertura de Energía Eléctrica.
United Nations Office on Drugs and Crime (UNODC). (2014).  Densidad de cultivo de coca en Colombia.
Unidad de Planificación Rural Agropecuaria (UPRA). (2017). Mapa de Zonificación de camarón de aguas someras.	1
Administración Nacional de Aeronáutica y el Espacio (NASA). (2021). Productividad primaria neta - MOD17A3. MODIS – NDVI
Agencia de desarrollo rural (ADR). (2018).Base de datos distritos de adecuación de tierras del país.
Agencia de desarrollo rural (ADR). (2020). Registro de entidades prestadoras del servicio de extensión agropecuaria - EPSEA.
Agencia nacional de desarrollo rural et. al (2018). Base de Datos Distritos de Adecuación de Tierras del País. Adaptación Upra, 2019.
Agencia Nacional de infraestructura (ANI). (2016). Proyectos 1, 2, 3 y 4G.
Agencia Nacional de infraestructura (ANI). (2020). Red vial concesionada
Agencia Nacional de Tierras (ANT). (2016). Territorios colectivos en proceso de titulación de comunidades negras.
Agencia Nacional de Tierras (ANT). (2018). Consejos Comunitarios. 
Agencia Nacional de Tierras (ANT). (2018). Resguardos Indígenas.
Agencia Nacional de Tierras (ANT). (2018). Zonas de Reserva Campesina.
Agencia Nacional de Tierras (ANT). (2019). Títulos formalización, baldíos adjudicados.
Agencia Nacional de Tierras (ANT). (2020). Predios privados formalizados, inventario predios baldíos, predios ingresados al fondo de tierras, formalización  de procesos en general. 
Alcaldía de Medellín. (2020). Registro 1 de la base de datos catastral rural.
Alcaldía de Santiago de Cali. (2020). Registro 1 de la base catastral rural. 
Alcaldía Distrital de Barranquilla. (2020). Registro 1 y 2 de la base catastral rural.
Alcaldía Municipal de Puerto López. (2000). PBOT, Acuerdo 12
Área Metropolitana Centro de Occidente (2020). Información sin asociación con la base catastral rural.
Área Metropolitana de Bucaramanga (2020). Registro 1 y 2 de la base catastral rural. 
Catastro Distrital Bogotá. (2020). Información predial de la base catastral rural. 
Corporación colombiana de investigación agropecuaria. (Agrosavia). (2019). Ubicación centros de investigación.
Corporación Para El Desarrollo Sostenible del Área Manejo Especial la Macarena (CORMACARENA). (2015). Distritos de Manejo Integral – DMI, Área de Manejo Especial La Macarena "AMEM".
Corporaciones Autónomas Regionales (CAR). (2016). Información georreferenciada de distritos de riego.
Departamento Administrativo Nacional de Estadística (DANE). (2014). Censo Nacional Agropecuario: UPAS con caprinos. 
Departamento Administrativo Nacional de Estadística (DANE). (2014). Marco Geoestadístico Nacional (MGN): Centros poblados y cabeceras municipales.
Departamento Administrativo Nacional de Estadística (DANE). (2018). Censo Nacional de Población y Vivienda: Medida de pobreza multidimensional: Privaciones.
Departamento Administrativo Nacional de Estadística (DANE). (2018). Censo Nacional de Población y Vivienda: Población centro poblado y rural disperso.
Departamento Administrativo Nacional de Estadística (DANE). (2018). Censo Nacional de Población y Vivienda: Población rural por rangos de edad.
Departamento Administrativo Nacional de Estadística (DANE). (2018). Censo Nacional de Población y Vivienda: Total cabecera por municipio 2018.
Departamento Administrativo Nacional de Estadística (DANE). (2019). SIPSA: Sistema de información de precios.
Departamento Administrativo Nacional de Estadística (DANE). (2020). Cuenta Nacionales: Indicador valor agregado municipal 2019.
Departamento Administrativo Nacional de Estadística (DANE). (2020). Marco Geoestadístico Nacional; Centros poblados.
Departamento Administrativo Nacional de Estadística (DANE). (2020). Proyecciones de población municipal por área, sexo y edad para el período 2018-2035 con base en el CNPV 2018.
Departamento Administrativo Nacional de Estadística (DANE). (2020). SIPSA: Información de insumos y factores asociados a la producción agrícola
Departamento Nacional de Planeación (DNP). (2014).Categorías de ruralidad de municipios y ciudades de Colombia.
Departamento Nacional de Planeación (DNP). (2019). Resultados nueva medición del desempeño municipal – MDM.
Federación Nacional de Caprinocultores y Ovinocultores de Colombia. (ANCO). (2020).Asociaciones de caprinos.
Fondo para el Financiamiento del Sector Agropecuario. (Finagro). (2020). Créditos otorgados para caprinos y ovinos: 2016-2019.
Gobernación de Antioquia (2019). Registro básico y  complementario de la base catastral rural.
Gobernación de Antioquia (2020). Registro básico y  complementario de la base catastral rural.
ICARE. (2014). Interrelación Catastro – Registro. 
Instituto Colombiano Agropecuario (ICA).  (2021). Guías de movilización del 2019 a marzo de 2021.
Instituto Colombiano Agropecuario (ICA). (2019). Censos 2015-2019.
Instituto Colombiano Agropecuario (ICA). (2019). Puntos de servicios al ganadero.
Instituto Colombiano Agropecuario (ICA). (2020). Censo Pecuario Nacional: Total caprinos 2020.
Instituto Colombiano Agropecuario (ICA). (2020). Oficinas del ICA. 
Instituto Colombiano Agropecuario (ICA). (2021). Concentraciones ganaderas con presencia de caprinos 2019-2020.
Instituto Colombiano de Antropología e Historia (ICANH). (2019). Áreas arqueológicas protegidas.
Instituto Colombiano de Bienestar Familiar. (ICBF). (2018). Productores de agua y alimentos registrados ante el Invima. 
Instituto Colombiano de Bienestar Familiar. (ICBF). (2020). Asociaciones productoras.
Instituto Colombiano de Desarrollo Rural. (INCODER). (2015). Base de datos distritos de adecuación de tierras del país.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam).  (2014). Tabla promedios mensuales multianuales de humedad relativa, período 1981-2019. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2008). Mapa de ecosistemas continentales, costeros y marinos de Colombia, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Atlas Climatológico de Colombia -  Capa de zonas de Evapotranspiración potencial. esc. 1:100.000.   
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de cobertura de la tierra metodología Corine Land Cover adaptada para Colombia, escala 1: 100.000 periodos (2010 -2012).
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de distribución de la precipitación promedio anual 1981-2019, escala 1:100.000. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de distribución de la temperatura media anual promedio multianual 1981-2019, escala 1: 100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Modelo digital de terreno a 30 metros.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Zonificación de la degradación de suelos por erosión. Área continental de Colombia, escala 1:100.000. Línea base: 2010-2011. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2018). Estudio nacional del agua. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2018). Mapa de Bosque No Bosque Colombia- Área Continental (Escala Fina LANDSAT). año 2010, versión 5.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2021). Coberturas de la Tierra para el año 2018, a escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). et.al. (2007). Mapa nacional de ecosistemas escala 1:100.000. 
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH) - Agencia Nacional de Hidrocarburos (ANH). (2015). Áreas prioritarias de conservación, escala 1: 250.000.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2012). Límites de los complejos de páramos. 
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2014). Bosque seco tropical.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves - AICAS.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2016).Unidades ecobiogeográficas continentales. 
