name	value 
Copyright: 2011 Kelley et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
"Crown Copyright   2016 Published by Elsevier Inc. This is an open access article under the CC BY-NC-ND
license (http://creativecommons.org/licenses/by-nc-nd/4.0/)."	1
Copyright:  © 2015 Lewin et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
Copyright © 2015 Kleynen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
Copyright © 2015 Sanjoy Roy et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © 2014 Kleynen et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Copyright © 2016 Brill. All rights reserved.	1
Open access article. Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence (http://creativecommons.org/licenses/by/3.0/). Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.	1
"2014 Clare et al.; licensee BioMed Central. This is an Open Access article distributed under the terms of the Creative
Commons Attribution License (http://creativecommons.org/licenses/by/4.0), which permits unrestricted use, distribution, and
reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain
Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article,
unless otherwise stated."	1
This is the final version of the article. It first appeared from BioMed Central via http://dx.doi.org/10.1186/s12955-014-0164-6.	1
Copyright © Quinn et al.; licensee BioMed Central Ltd. 2014. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
© 2014 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/3.0/).	1
Copyright © 2013 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.	1
© World Health Organization and Secretariat of the Convention on Biological Diversity, 2015	1
Copyright © Lovell et al.; licensee BioMed Central Ltd. 2014. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​4.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
Copyright © 2014 Cognitive Science Society, Inc	1
Copyright © 2014 American Psychological Association. This article may not exactly replicate the final version published in the APA journal. It is not the copy of record.	1
© 2015 The Authors. Functional Ecology © 2015 British Ecological Society	1
"© 2016 The Authors. Global Change Biology Published by John Wiley & Sons Ltd.

This is an open access article under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits use, distribution and reproduction in any medium, provided the original work is properly cited."	1
This is the author accepted manuscript. The final version is available from American Association of Pharmaceutical Scientists via the DOI in this record.	1
© European Society of Radiology 2015	1
©   2015 Scoliosis Research Society. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
© European Society of Radiology 2014	1
"© The Authors. This article is available under the terms of the Creative Commons Attribution License (CC BY). 
You may distribute and copy the article, create extracts, abstracts, and other revised versions, adaptations or derivative works of or from an article (such as a translation), to include in a collective work (such as an anthology), to text or data mine the article, including for commercial purposes without permission from Elsevier. The original work must always be appropriately credited."	1
Copyright © 2013 Taylor & Francis. This is an Accepted Manuscript of an article published by Taylor & Francis in Computer Methods in Biomechanics and Biomedical Engineering on 07 August 2013, available online: http://wwww.tandfonline.com/ 10.1080/10255842.2013.815853.	1
Copyright © 2010 Elsevier Ltd. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © 2011 Taylor & Francis. This is an Accepted Manuscript of an article published by Taylor & Francis in Computer Methods in Biomechanics and Biomedical Engineering on 24 August 2011, available online: http://wwww.tandfonline.com/ 10.1080/10255842.2011.596360.	1
This research dataset is available under a Creative Commons Attribution-ShareAlike 4.0 International License ( https://creativecommons.org/licenses/by-sa/4.0/ )	1
Copyright © 2015 World Federation for Ultrasound in Medicine & Biology. Published by Elsevier Inc. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © 2013 The British Psychological Society. This is the peer reviewed version of the following article: Rabinovich, A., Morton, T. A., Landon, E., Neill, C., Mason-Brown, S. and Burdett, L. (2014), The password is praise: Content of feedback affects categorization of feedback sources. British Journal of Social Psychology, 53: 484–500. doi: 10.1111/bjso.12041, which has been published in final form at http://onlinelibrary.wiley.com/doi/10.1111/bjso.12041/full. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving.	1
Copyright © 2015 Elsevier B.V. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © 2015 Elsevier Inc. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © 2014 Elsevier Inc. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © 2016 by the Board of Trustees of the University of Illinois. This article may not be photocopied, distributed, or used for purposes other than the terms agreed to by UIP. The published version of this article is available at http://www.press.uillinois.edu/journals/ajp.html.	1
Copyright © The Author(s) 2015. This article is published with open access at Springerlink.com. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.	1
Copyright © 2014 Littlejohn, Mansfield, Christmas, Witterick, Fricker, Grant, Smirnoff, Everson, Moger and Love. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY): http://creativecommons.org/licenses/by/3.0/. The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© Copyright 2016 University Press, Inc.	1
Copyright © 2016 The Authors Ecology Letters published by CNRS and John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
Copyright © 2014 Published by Elsevier Inc. This is an open access article, produced under a Creative Commons license.	1
"Copyright © 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article
distributed under the terms and conditions of the Creative Commons Attribution license
(http://creativecommons.org/licenses/by/4.0/)."	1
"© 2015 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license
(http://creativecommons.org/licenses/by/4.0/)"	1
Copyright  © 2014 Tanja-Dijkstra et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Copyright © Tanja-Dijkstra et al.; licensee BioMed Central Ltd. 2014. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
Open access article. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://​creativecommons.​org/​licenses/​by/​4.​0/​), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
© Pearson et al.; licensee BioMed Central Ltd. 2012. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"© 2015 Backman et al.; licensee BioMed Central. This is an Open Access article distributed under the terms of the Creative
Commons Attribution License (http://creativecommons.org/licenses/by/4.0), which permits unrestricted use, distribution, and
reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain
Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article,
unless otherwise stated."	1
"© 2014 Medina-Lara et al.; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the
Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use,
distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public
Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this
article, unless otherwise stated."	1
This is an open access article distributed under the terms of the Creative Commons Attribution-Noncommercial No Derivative 3.0 License, which permits downloading and sharing the work provided it is properly cited. The work cannot be changed in any way or used commercially.	1
"© 2009 Langa et al; licensee BioMed Central Ltd.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0),
which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
Open Access funded by Department of Health UK. Under a Creative Commons license: http://creativecommons.org/licenses/by-nc-nd/4.0/	1
© 2016 IOS Press	1
Copyright © 2014 The Authors. Published under the terms of the Creative Commons Attribution (CC BY) License which permits use, distribution and reproduction in any medium, provided the work is properly attributed back to the original author and publisher: https://creativecommons.org/licenses/by/4.0/	1
Copyright Hein et al. This article is distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use and redistribution provided that the original author and source are credited.	1
Copyright © 2014 Corbett, Burton, Bub, Salter, Tuohy, Booth and Wilson. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY): http://creativecommons.org/licenses/by/4.0/. The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
Creative commons license: CC BY-NC-SA	1
"This is an Open Access article licensed under the terms of the Creative Commons Attribution-NonCommercial 3.0 Unported
license (CC BY-NC) (www.karger.com/OA-license), applicable to the online version of the article only. Distribution
permitted for non-commercial purposes only"	1
© The Royal College of Psychiatrists 2015. This is an open access article distributed under the terms of the Creative Commons Attribution (CC BY) licence.	1
© 2016 Macmillan Publishers Limited	1
Copyright © 2016 The Royal Entomological Society. This is the peer reviewed version of the following article: Alptekin, S., Bass, C., Nicholls, C., Paine, M. J. I., Clark, S. J., Field, L. and Moores, G. D. (2016), Induced thiacloprid insensitivity in honeybees (Apis mellifera L.) is associated with up-regulation of detoxification genes. Insect Molecular Biology. doi: 10.1111/imb.12211, which has been published in final form at http://onlinelibrary.wiley.com/doi/10.1111/imb.12211/abstract. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving.	1
Copyright © Bass et al. 2007. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright  © 2010 Puinean et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© Owens et al. 2009. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"The Author(s) 2009. Published by Oxford University Press on behalf of the European Public Health Association.
This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/2.5) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
© Cox et al.; licensee BioMed Central Ltd. 2013. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"© Crown copyright 2015. You may re-use this information (excluding logos) free of charge in any format or
medium, under the terms of the Open Government Licence v3.0. To view this licence, visit OGL or email psi@nationalarchives.gsi.gov.uk. Where we have identified any third party copyright information you will need to obtain permission from the copyright holders concerned. Any enquiries regarding this publication should be sent to
publicmentalhealth@phe.gov.uk"	1
Copyright © 2014 The Authors. Acta Psychiatrica Scandinavica Published by John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Bass et al; licensee BioMed Central Ltd. 2011. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Abeku et al. 2015. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://​creativecommons.​org/​licenses/​by/​4.​0/​), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
Copyright  © 2014 Dabiré et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Copyright  © 2013 Carvalho et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Copyright © Dabire et al.; licensee BioMed Central Ltd. 2012. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © 2011 Neil A. Brown et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Karatolos et al; licensee BioMed Central Ltd. 2011. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © 2010 Chris Bass et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Vezenegho et al. 2009. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Ridl et al. 2008. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Bass et al. 2008. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"© Bass et al. 2007
This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
"Copyright © 2014 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND
license (http://creativecommons.org/licenses/by-nc-nd/3.0/)."	1
Copyright © 2015, Rights Managed by Nature Publishing Group	1
© 2015 Petropoulos et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
"Copyright © 2015 Georgios Ponirakis et al. This is an open access article distributed under the Creative Commons Attribution
License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly
cited."	1
© 2015 Ferdousi et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Creative common license BY-NC, Attribution + Noncommercial	1
© 2015 The Authors. Published by Oxford University Press on behalf of the Royal Astronomical Society	1
"© 2015 The Authors. Bipolar Disorders Published by John Wiley & Sons Ltd.
This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited."	1
This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License. The images or other third party material in this article are included in the article’s Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-sa/4.0/	1
This article is distributed under the terms of the Creative Commons Attribution License which permits any use, distribution, and reproduction in any medium, provided the original author(s) and the source are credited.	1
© in final form by Astronomical Society of the Pacific	1
Copyright © 2014 JohnWiley & Sons, Ltd.	1
Copyright © 2015 by the Johns Hopkins University Press and the University of North Texas.	1
© 2014 Johns Hopkins University Press and Saint Louis University	1
© The Author 2016. Published by Oxford University Press on behalf of the Society for the Social History of Medicine. All rights reserved.	1
Copyright © The Author(s) 2015.	1
© 2016 Taylor & Francis	1
Copyright © 2014 Elsevier Ireland Ltd. All rights reserved. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
"© The Author 2014. Published by Oxford University Press on behalf of the British Geriatrics Society.
This is an Open Access article distributed under the terms of the Creative Commons Attribution
Non-Commercial License (http://creativecommons.org/licenses/by-nc/4.0/), which permits
non-commercial re-use, distribution, and reproduction in any medium, provided the original work is
properly cited. For commercial re-use, please contact journals.permissions@oup.com"	1
"© The Author 2014. Published by Oxford University Press on behalf of the British Geriatrics Society.
This is an Open Access article distributed under the terms of the Creative Commons Attribution
Non-Commercial License (http://creativecommons.org/licenses/by-nc/ .0/), which permits
non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly
cited. For commercial re-use, please contact journals.permissions@oup.com"	1
Copyright (2014) AIP Publishing. This paper may be downloaded for personal use only. Any other use requires prior permission of the author and AIP Publishing.	1
"Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence. Any further distribution
of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI."	1
Copyright © 2014 AIP Publishing LLC. Reuse of AIP Publishing content is subject to the terms at: https://publishing.aip.org/authors/rights-and-permissions.	1
© 2014 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons. org/licenses/by/3.0/).	1
Copyright © 2015 Geological Society of America. Gold Open Access: This paper is published under the terms of the CC-BY license.	1
© 2015. The Authors. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
© 2011 MacKichan et al; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © EPLA, 2008	1
All articles in JASO are published under the terms of the Creative Commons Attribution (CC BY) licence (see http://creativecommons.org/licenses/).	1
This article has been accepted for publication in MNRAS. Copyright © 2015 The Authors Published by Oxford University Press on behalf of the Royal Astronomical Society. All rights reserved.	1
Copyright © Springer-Verlag Berlin Heidelberg 2015. The final publication is available at Springer via http://dx.doi.org/10.1007/s00340-015-6096-y	1
Copyright © 2014 The Association for the Publication of the Journal of Internal Medicine. This is the peer reviewed version of the following article: Annweiler C, Dursun E, Féron F, Gezen-Ak D, Kalueff AV, Littlejohns T, Llewellyn DJ, Millet P, Scott T, Tucker KL, Yilmazer S, Beauchet O (Angers University Hospital, Angers, France; University of Western Ontario, London, ON, Canada; Istanbul University, Istanbul, Turkey; Aix Marseille Université, Marseille, France; ZENEREI Institute, Slidell, LA, USA; University of Exeter Medical School, Exeter, UK; Tufts University, Boston, MA, USA; University of Massachusetts, Lowell, MA, USA). ‘Vitamin D and cognition in older adults’: updated international recommendations (Review). J Intern Med 2015; 277: 45–57., which has been published in final form at http://onlinelibrary.wiley.com/doi/10.1111/joim.12279/abstract. This article may be used for non-commercial purposes in accordance with Wiley Terms and Conditions for Self-Archiving.	1
© 2017. Arcade bloggers retain copyright of their own posts, which are made available to the public under a Creative Commons license (https://creativecommons.org/licenses/by-nc-sa/3.0/us), unless stated otherwise. If any Arcade blogger elects a different license, the blogger's license takes precedence.	1
Copyright © 2016 Manchester University Press.	1
Copyright © 2016 Elsevier B.V. or its licensors or contributors. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © Society for the Comparative Study of Society and History 2016.	1
This is the author accepted manuscript. The final version is available from Cambridge University Press via the DOI in this record	1
Copyright © 2014 Nandini Chatterjee & Lakshmi Subramanian and The Johns Hopkins University Press	1
An edited version of this paper was published by AGU. © 2014. American Geophysical Union. All Rights Reserved.	1
Copyright © 2006 Freathy et al; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Freathy et al; licensee BioMed Central Ltd. 2006. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2015 American Meteorological Society	1
© 2014. The American Astronomical Society	1
© Instytut Matematyczny PAN, 2013	1
Copyright (2016) AIP Publishing. This article may be downloaded for personal use only. Any other use requires prior permission of the author and AIP Publishing.	1
"© The Author (2016). Published by Oxford University Press on behalf of the International Studies Association.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."	1
© 2011 Blackwell Publishing Ltd	1
"Copyright © 2017 Журнальный зал в РЖ, ""Русский журнал"""	1
© 2021 Edinburgh University Press	1
© 2017 Katharine Hodgson, CC BY 4.0	1
This is the author accepted manuscript. This is an open access article. The final version is available from Oxford University Press via the DOI in this record.	1
© 2014. The American Astronomical Society.	1
Copyright © 2016 The Authors. Journal of Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
Copyright © Jones et al.; licensee BioMed Central Ltd. 2013 This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​2.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© Springer-Verlag London 2015	1
Copyright ©  Springer Science+Business Media Dordrecht 2015. This is the author accepted manuscript. The final version is available from Springer Verlag (Germany) via http://dx.doi.org/10.1007/s10459-015-9629-6	1
This is the author accepted manuscript. The final version is available from Elsevier via http://dx.doi.org/10.1016/j.psychsport.2014.11.008.	1
This is the author accepted manuscript. The final version is available from Elsevier Masson via http://dx.doi.org/10.1016/j.arr.2014.12.005.	1
© 2014 Wolters Kluwer Health | Lippincott Williams & Wilkins	1
"Open access article. Published by The Optical Society under the terms of the Creative Commons Attribution 4.0
License (http://creativecommons.org/licenses/by/4.0/). Further distribution of this work must maintain attribution to the author(s) and the published article’s title, journal citation, and DOI"	1
Copyright  © The Author(s) 2016. This article is published with open access at Springerlink.com. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creative commons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.	1
This is the author accepted manuscript. The final version is available from American Psychological Association via http://dx.doi.org/10.1037/mil0000039.	1
This is the author accepted manuscript. The final version is available from Addleton Academic Publishers via the link in this record.	1
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. http://creativecommons.org/licenses/by-nc-nd/4.0	1
© The Author(s) 2014	1
This is the author accepted manuscript. The final version is available from Elsevier via http://dx.doi.org/10.1016/j.visres.2015.02.005.	1
This is the author accepted manuscript. The final version is available from Springer via http://dx.doi.org/10.1007/s00221-014-3926-9	1
© Elsevier, 2013. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/	1
Copyright © Hvenegaard et al. 2015. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://​creativecommons.​org/​licenses/​by/​4.​0/​), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
Copyright © Eigl et al.; licensee BioMed Central. 2015. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​4.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated.	1
Copyright © 2016 AIP Publishing LLC. This article may be downloaded for personal use only. Any other use requires prior permission of the author and AIP Publishing. The following article appeared in Applied Physics Letters and may be found at http://scitation.aip.org/content/aip/journal/apl/108/3/10.1063/1.4940233 .	1
Copyright © 2014 Macmillan Publishers Limited. All rights reserved.	1
Copyright © 2016 American Chemical Society	1
Copyright © 2016 Macmillan Publishers Limited. All rights reserved.	1
This is the author accepted manuscript. The final version is available from Springer via http://dx.doi.org/10.3758/s13414-013-0597-8	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pcbi.1003787.	1
This is the author accepted manuscript. The final version is available from Elsevier via http://dx.doi.org/10.1016/j.brat.2013.10.008.	1
Copyright: © 2015 Laabei et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
This version is free to view and download for personal use only. Not for re-distribution, re-sale or use in derivative works. © CUP	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0009709	1
Copyright © 2015 Buckingham and Carey. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY): http://creativecommons.org/licenses/by/4.0/. The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
© 2014 The Authors. Physiological Reports published by Wiley Periodicals, Inc. on behalf of the American Physiological Society and The Physiological Society. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
